N,P,K,temperature,humidity,ph,rainfall,soil_type,season,irrigation,crop_duration_days,label
85,20,30,15.987911,52.242542,6.0,135.802911,loamy,Perennial,semi-irrigated,365,coffee
96,15,27,16.384636,52.006941,6.44589,127.610534,laterite,Perennial,rainfed,365,coffee
119,45,40,25.674128,73.94922,7.432097,193.193265,red,Perennial,semi-irrigated,365,coffee
107,33,33,26.402579,57.751348,6.651948,161.622528,red,Perennial,rainfed,365,coffee
111,32,36,25.337497,65.106852,6.904208,148.489821,laterite,Perennial,rainfed,365,coffee
119,41,37,27.740926,73.922077,7.262832,183.971044,red,Perennial,semi-irrigated,365,coffee
116,25,30,24.339559,64.452377,6.872787,137.676829,laterite,Perennial,semi-irrigated,365,coffee
119,40,38,27.759809,74.036872,7.366609,198.16823,laterite,Perennial,rainfed,365,coffee
91,22,25,19.07825,53.31567,6.408115,122.79786,red,Perennial,semi-irrigated,365,coffee
108,28,32,20.309834,67.593018,6.742263,172.887922,laterite,Perennial,semi-irrigated,365,coffee
129,45,36,27.847548,74.359253,7.204461,193.047702,laterite,Perennial,semi-irrigated,365,coffee
95,19,32,16.298436,50.0,6.19652,136.697276,laterite,Perennial,rainfed,365,coffee
37,24,48,24.847175,94.615152,7.5,118.938353,alluvial,Perennial,semi-irrigated,365,pomegranate
12,11,38,17.782892,82.37955,5.5,103.77311,alluvial,Perennial,semi-irrigated,365,pomegranate
9,6,39,17.588597,82.174894,5.801878,100.398839,loamy,Perennial,semi-irrigated,365,pomegranate
8,14,35,16.206567,80.0,5.820963,100.882605,alluvial,Perennial,irrigated,365,pomegranate
36,26,44,23.554068,90.97164,7.169237,118.068607,red,Perennial,irrigated,365,pomegranate
39,27,47,24.5395,93.679061,7.294294,112.802825,alluvial,Perennial,semi-irrigated,365,pomegranate
7,6,39,19.048361,80.962565,5.5,100.0,red,Perennial,irrigated,365,pomegranate
12,11,43,17.87685,80.0,6.140556,100.724874,alluvial,Perennial,irrigated,365,pomegranate
16,22,44,23.704025,84.296543,6.974202,112.728279,loamy,Perennial,semi-irrigated,365,pomegranate
38,24,50,22.196469,92.466183,7.234578,117.537972,loamy,Perennial,irrigated,365,pomegranate
8,5,35,18.493017,83.961255,6.119485,101.431323,loamy,Perennial,semi-irrigated,365,pomegranate
29,25,46,24.925267,92.167714,7.315422,113.327682,loamy,Perennial,semi-irrigated,365,pomegranate
20,13,36,18.401342,92.495726,6.82682,115.581162,alluvial,Perennial,irrigated,365,pomegranate
30,29,48,23.49117,95.400408,6.87925,109.588214,loamy,Perennial,irrigated,365,pomegranate
14,5,37,18.705937,80.965414,5.81556,102.179846,loamy,Perennial,semi-irrigated,365,pomegranate
13,14,44,22.262117,90.002869,7.002991,111.739314,red,Perennial,semi-irrigated,365,pomegranate
9,5,40,17.766026,83.729747,6.077498,100.363877,alluvial,Perennial,irrigated,365,pomegranate
35,25,46,25.403445,94.459081,7.167398,120.0,red,Perennial,semi-irrigated,365,pomegranate
10,5,35,17.512632,80.882305,6.010667,100.959433,loamy,Perennial,semi-irrigated,365,pomegranate
19,21,42,20.232236,91.276195,6.607102,103.903903,red,Perennial,semi-irrigated,365,pomegranate
22,12,47,21.386999,89.778766,6.852226,108.088466,loamy,Perennial,semi-irrigated,365,pomegranate
16,17,42,23.151517,85.427767,6.493471,112.700956,alluvial,Perennial,irrigated,365,pomegranate
36,28,47,24.402645,96.0,7.134742,120.0,red,Perennial,semi-irrigated,365,pomegranate
40,28,44,23.203403,95.724402,6.913417,115.745379,loamy,Perennial,semi-irrigated,365,pomegranate
32,24,48,24.341123,93.824916,7.241879,118.92238,alluvial,Perennial,semi-irrigated,365,pomegranate
9,7,36,17.096157,82.809348,6.068587,103.386907,red,Perennial,irrigated,365,pomegranate
33,30,48,23.280911,95.279168,7.388014,118.336762,red,Perennial,semi-irrigated,365,pomegranate
30,15,46,20.391358,85.995691,6.077226,109.395967,alluvial,Perennial,irrigated,365,pomegranate
19,21,41,19.355404,90.361407,6.289844,114.163276,loamy,Perennial,semi-irrigated,365,pomegranate
15,11,38,17.765611,81.015264,5.686262,103.005254,red,Perennial,semi-irrigated,365,pomegranate
8,8,37,16.109682,81.890719,6.035839,100.0,red,Perennial,semi-irrigated,365,pomegranate
7,5,38,18.494049,80.549614,5.578,100.0,red,Perennial,semi-irrigated,365,pomegranate
7,7,39,16.479366,82.958645,5.58722,104.384001,red,Perennial,irrigated,365,pomegranate
11,11,38,16.694576,85.412753,5.944677,100.0,red,Perennial,semi-irrigated,365,pomegranate
8,8,35,19.227735,84.252213,5.845587,105.63331,loamy,Perennial,irrigated,365,pomegranate
36,28,48,24.851093,94.790732,6.944095,114.539262,alluvial,Perennial,semi-irrigated,365,pomegranate
36,24,48,26.0,91.579282,7.134825,119.648004,red,Perennial,irrigated,365,pomegranate
14,5,39,17.422455,81.820198,5.702038,103.981599,loamy,Perennial,semi-irrigated,365,pomegranate
5,5,41,18.02047,82.238986,5.958442,100.0,red,Perennial,semi-irrigated,365,pomegranate
9,12,38,16.0,80.395035,5.891727,109.143059,loamy,Perennial,irrigated,365,pomegranate
17,8,38,18.017119,82.653303,6.147745,100.686131,red,Perennial,semi-irrigated,365,pomegranate
6,7,40,16.194421,84.221377,6.070832,102.159113,loamy,Perennial,irrigated,365,pomegranate
27,20,46,21.637062,91.15306,6.516727,110.404011,loamy,Perennial,irrigated,365,pomegranate
30,25,50,25.125987,94.337914,7.471207,118.340414,loamy,Perennial,irrigated,365,pomegranate
20,10,35,17.757009,84.149491,5.66066,100.0,alluvial,Perennial,irrigated,365,pomegranate
7,16,38,20.021135,81.585156,5.920224,104.764287,red,Perennial,irrigated,365,pomegranate
12,5,35,17.190362,83.87325,5.876056,100.964197,red,Perennial,semi-irrigated,365,pomegranate
12,9,36,17.452875,81.433916,5.876819,101.022184,red,Perennial,semi-irrigated,365,pomegranate
28,19,42,18.141852,87.609741,6.846516,105.796127,red,Perennial,semi-irrigated,365,pomegranate
36,29,45,24.466764,94.232253,6.85352,112.187677,alluvial,Perennial,semi-irrigated,365,pomegranate
6,8,35,16.0,80.338706,5.578375,102.443517,alluvial,Perennial,semi-irrigated,365,pomegranate
26,15,36,18.652357,92.744278,6.924505,112.58554,red,Perennial,irrigated,365,pomegranate
16,21,43,22.07151,90.749917,6.82125,105.73152,red,Perennial,irrigated,365,pomegranate
34,22,50,24.401975,95.96023,7.265529,114.843565,alluvial,Perennial,semi-irrigated,365,pomegranate
8,12,37,17.20089,80.848331,5.802769,100.460876,red,Perennial,semi-irrigated,365,pomegranate
39,25,50,24.434079,94.4898,7.111737,117.959095,alluvial,Perennial,semi-irrigated,365,pomegranate
35,23,47,24.813828,91.39547,7.172198,116.821474,alluvial,Perennial,irrigated,365,pomegranate
5,9,40,17.484403,80.08133,5.508962,100.607251,loamy,Perennial,semi-irrigated,365,pomegranate
40,30,45,26.0,94.584277,7.297199,115.682668,alluvial,Perennial,irrigated,365,pomegranate
16,11,42,20.468376,90.748912,6.479944,106.813682,loamy,Perennial,irrigated,365,pomegranate
5,8,38,18.324923,84.448898,5.900036,102.005147,loamy,Perennial,semi-irrigated,365,pomegranate
32,29,44,25.563418,92.258522,6.979513,119.185524,alluvial,Perennial,semi-irrigated,365,pomegranate
9,6,35,17.995779,86.232827,5.841791,100.0,alluvial,Perennial,irrigated,365,pomegranate
32,26,48,26.0,94.262695,7.388445,120.0,alluvial,Perennial,irrigated,365,pomegranate
7,5,38,16.407488,81.284267,5.522273,100.0,red,Perennial,semi-irrigated,365,pomegranate
15,5,37,18.614001,81.835096,5.608126,104.752515,loamy,Perennial,semi-irrigated,365,pomegranate
25,15,43,21.502686,91.197013,6.789868,107.207973,loamy,Perennial,irrigated,365,pomegranate
33,30,45,24.282152,91.481858,7.36567,113.78995,alluvial,Perennial,semi-irrigated,365,pomegranate
40,24,50,25.512143,90.987845,7.5,118.695419,loamy,Perennial,irrigated,365,pomegranate
20,21,48,22.762947,91.934674,6.145429,104.068211,red,Perennial,semi-irrigated,365,pomegranate
37,26,42,24.610582,92.521029,7.282587,117.131251,alluvial,Perennial,irrigated,365,pomegranate
31,30,45,25.157464,95.671232,7.276794,116.090284,loamy,Perennial,semi-irrigated,365,pomegranate
38,24,47,23.081783,93.605262,7.142655,116.13538,red,Perennial,semi-irrigated,365,pomegranate
25,16,38,21.703989,89.701901,6.394757,115.580766,loamy,Perennial,semi-irrigated,365,pomegranate
29,30,47,24.257449,93.392184,7.009996,114.448704,alluvial,Perennial,irrigated,365,pomegranate
22,19,40,19.941655,86.540117,6.490693,111.538007,alluvial,Perennial,semi-irrigated,365,pomegranate
30,23,42,21.225346,86.749262,6.4674,113.931872,alluvial,Perennial,irrigated,365,pomegranate
16,21,40,20.266072,85.003882,6.051658,106.363385,alluvial,Perennial,semi-irrigated,365,pomegranate
25,17,37,21.757859,92.435451,6.577362,110.496158,alluvial,Perennial,semi-irrigated,365,pomegranate
19,21,41,21.295531,86.452202,6.689511,112.821079,loamy,Perennial,irrigated,365,pomegranate
8,7,35,17.268368,84.000348,5.940436,103.306946,red,Perennial,irrigated,365,pomegranate
16,16,40,22.220866,89.027311,6.257945,108.992773,loamy,Perennial,semi-irrigated,365,pomegranate
21,22,42,20.79712,87.476557,6.093596,110.824595,loamy,Perennial,semi-irrigated,365,pomegranate
16,6,36,16.229097,80.796843,5.729519,100.694312,alluvial,Perennial,semi-irrigated,365,pomegranate
27,22,44,20.600167,86.136298,6.532137,104.194675,loamy,Perennial,irrigated,365,pomegranate
25,12,40,23.868162,86.954712,6.9322,113.487842,red,Perennial,semi-irrigated,365,pomegranate
20,23,47,21.938,85.198149,6.860218,108.749063,alluvial,Perennial,semi-irrigated,365,pomegranate
9,6,36,16.0,80.0,5.85429,102.618796,red,Perennial,semi-irrigated,365,pomegranate
13,15,43,19.391144,92.411311,6.419527,107.997906,alluvial,Perennial,semi-irrigated,365,pomegranate
17,14,40,19.752665,90.541256,6.511464,113.845657,loamy,Perennial,irrigated,365,pomegranate
11,14,36,17.958721,84.214703,5.694957,104.889503,alluvial,Perennial,semi-irrigated,365,pomegranate
28,24,36,22.229902,86.416457,6.010795,110.051572,red,Perennial,irrigated,365,pomegranate
7,12,35,17.697062,83.945938,5.996864,100.0,loamy,Perennial,semi-irrigated,365,pomegranate
5,5,39,18.633276,84.971171,5.842842,101.455409,loamy,Perennial,irrigated,365,pomegranate
7,13,41,17.761767,84.994487,6.056107,102.330977,loamy,Perennial,semi-irrigated,365,pomegranate
28,19,46,21.80504,89.688691,6.468653,107.841925,alluvial,Perennial,irrigated,365,pomegranate
13,5,37,17.253579,84.106798,5.542727,106.443142,alluvial,Perennial,irrigated,365,pomegranate
32,30,50,26.0,95.32238,7.019924,115.450026,loamy,Perennial,semi-irrigated,365,pomegranate
26,18,41,23.124567,86.951797,6.147964,113.73018,loamy,Perennial,semi-irrigated,365,pomegranate
24,21,45,21.151576,83.749278,6.458186,113.855446,alluvial,Perennial,irrigated,365,pomegranate
39,27,46,26.0,90.766535,7.363392,117.900458,alluvial,Perennial,semi-irrigated,365,pomegranate
16,13,39,22.617562,86.14361,6.680025,108.865702,loamy,Perennial,semi-irrigated,365,pomegranate
24,19,38,21.195569,90.602245,6.278594,112.284047,alluvial,Perennial,semi-irrigated,365,pomegranate
40,26,49,24.417843,96.0,6.982663,115.199745,red,Perennial,semi-irrigated,365,pomegranate
32,28,46,23.41827,95.043045,7.388423,119.296272,alluvial,Perennial,semi-irrigated,365,pomegranate
23,19,40,22.015326,89.968656,6.279038,111.958034,red,Perennial,irrigated,365,pomegranate
14,12,40,16.12082,80.706503,5.85986,103.492587,red,Perennial,irrigated,365,pomegranate
9,11,35,18.248353,83.233506,5.725814,101.835639,loamy,Perennial,semi-irrigated,365,pomegranate
35,23,47,24.843596,95.983171,6.937358,117.016019,alluvial,Perennial,semi-irrigated,365,pomegranate
10,8,35,18.349594,82.570879,6.061271,102.782227,red,Perennial,irrigated,365,pomegranate
12,6,40,16.602172,80.0,5.554198,104.138934,loamy,Perennial,semi-irrigated,365,pomegranate
11,7,37,17.859557,82.700304,5.951886,100.23479,alluvial,Perennial,semi-irrigated,365,pomegranate
27,18,45,22.187964,87.514083,6.689363,109.777549,alluvial,Perennial,irrigated,365,pomegranate
38,26,50,24.519225,95.254917,7.311594,112.751145,loamy,Perennial,semi-irrigated,365,pomegranate
25,27,50,25.186892,96.0,7.452236,116.028339,alluvial,Perennial,irrigated,365,pomegranate
8,8,39,16.498531,81.409986,5.93448,100.0,red,Perennial,irrigated,365,pomegranate
25,14,37,22.920459,88.788033,6.508966,105.506066,red,Perennial,semi-irrigated,365,pomegranate
37,27,48,25.431939,95.466183,7.084609,112.076544,loamy,Perennial,irrigated,365,pomegranate
15,25,43,21.447339,86.348441,6.390638,110.394573,alluvial,Perennial,irrigated,365,pomegranate
14,10,38,18.281141,81.128659,5.768467,105.925342,red,Perennial,semi-irrigated,365,pomegranate
15,13,35,16.0,81.524484,5.766978,101.771093,alluvial,Perennial,semi-irrigated,365,pomegranate
38,30,47,23.236017,92.602697,7.07361,116.485387,alluvial,Perennial,irrigated,365,pomegranate
36,30,48,25.144538,91.004199,7.179673,119.925425,alluvial,Perennial,irrigated,365,pomegranate
21,13,38,18.983954,88.429302,6.910445,106.450265,loamy,Perennial,irrigated,365,pomegranate
10,9,36,19.748972,80.0,5.972961,103.81773,red,Perennial,semi-irrigated,365,pomegranate
37,26,49,25.740559,91.129623,6.910188,116.270584,loamy,Perennial,irrigated,365,pomegranate
39,25,46,24.126492,95.388198,7.31752,115.225852,loamy,Perennial,irrigated,365,pomegranate
7,10,38,16.49948,82.183595,5.750579,100.0,loamy,Perennial,irrigated,365,pomegranate
10,8,38,16.736154,80.0,5.800801,106.438793,loamy,Perennial,semi-irrigated,365,pomegranate
17,5,36,18.125082,84.117094,5.541867,102.483217,alluvial,Perennial,semi-irrigated,365,pomegranate
23,19,44,22.628545,84.702843,6.64416,113.50718,alluvial,Perennial,irrigated,365,pomegranate
35,29,48,24.673623,96.0,7.321695,119.630288,red,Perennial,semi-irrigated,365,pomegranate
38,23,48,24.623216,91.806944,7.18353,112.268336,alluvial,Perennial,irrigated,365,pomegranate
8,7,37,17.198096,84.422932,5.539066,105.185145,red,Perennial,semi-irrigated,365,pomegranate
24,13,47,21.697695,87.608816,6.15311,107.361637,red,Perennial,semi-irrigated,365,pomegranate
16,11,36,16.236896,81.185731,5.627295,106.204441,red,Perennial,semi-irrigated,365,pomegranate
36,23,50,22.24379,94.370358,7.120066,118.020809,alluvial,Perennial,semi-irrigated,365,pomegranate
27,15,42,20.443004,89.711955,6.039517,106.880298,loamy,Perennial,irrigated,365,pomegranate
35,28,46,24.441676,96.0,7.412129,117.939173,red,Perennial,semi-irrigated,365,pomegranate
40,21,50,24.967884,95.22776,7.438734,115.950381,alluvial,Perennial,semi-irrigated,365,pomegranate
40,23,45,24.743985,95.054717,6.982796,110.810792,red,Perennial,irrigated,365,pomegranate
33,21,45,25.336379,93.900091,7.5,117.983272,red,Perennial,irrigated,365,pomegranate
14,11,36,17.648544,82.251161,5.718007,100.0,loamy,Perennial,irrigated,365,pomegranate
38,24,50,25.912674,92.284494,7.002671,118.254427,loamy,Perennial,semi-irrigated,365,pomegranate
40,26,50,25.031878,92.314029,6.992553,110.053535,loamy,Perennial,semi-irrigated,365,pomegranate
37,23,50,23.632686,95.994132,7.284831,114.277302,alluvial,Perennial,semi-irrigated,365,pomegranate
28,19,46,22.515778,90.072034,6.620853,105.963819,red,Perennial,irrigated,365,pomegranate
10,5,37,17.516876,81.517565,6.129549,105.764206,alluvial,Perennial,irrigated,365,pomegranate
36,25,47,22.755538,95.440308,7.346078,114.243567,loamy,Perennial,semi-irrigated,365,pomegranate
29,23,46,25.091682,94.311749,7.476256,114.640975,loamy,Perennial,irrigated,365,pomegranate
31,23,50,23.325637,92.934356,7.41108,114.144316,loamy,Perennial,semi-irrigated,365,pomegranate
24,22,39,18.533131,86.488434,6.48888,113.642171,red,Perennial,irrigated,365,pomegranate
10,10,36,18.868736,84.684196,5.523883,101.680038,alluvial,Perennial,semi-irrigated,365,pomegranate
13,5,40,17.802379,84.483349,5.768462,102.584399,red,Perennial,irrigated,365,pomegranate
29,28,50,23.711448,93.680099,7.343661,118.919205,red,Perennial,semi-irrigated,365,pomegranate
34,24,47,23.985473,95.319115,7.314365,119.502991,red,Perennial,semi-irrigated,365,pomegranate
14,5,40,18.758493,82.006754,5.942642,101.539287,red,Perennial,semi-irrigated,365,pomegranate
21,23,43,20.231017,87.574904,6.526861,109.382126,red,Perennial,semi-irrigated,365,pomegranate
39,23,48,23.771455,95.467447,7.439718,117.015544,red,Perennial,irrigated,365,pomegranate
36,26,42,24.020548,90.760891,7.262649,114.183506,red,Perennial,semi-irrigated,365,pomegranate
28,20,43,18.93231,88.127531,6.792473,115.103468,loamy,Perennial,semi-irrigated,365,pomegranate
31,26,50,26.0,91.989308,6.997944,120.0,loamy,Perennial,irrigated,365,pomegranate
16,13,46,22.035691,89.306619,6.87746,110.394506,alluvial,Perennial,semi-irrigated,365,pomegranate
9,12,35,18.157866,82.215998,5.678145,103.738395,loamy,Perennial,semi-irrigated,365,pomegranate
13,9,39,16.0,83.842154,5.5192,102.935547,alluvial,Perennial,irrigated,365,pomegranate
9,12,37,18.174929,81.304739,6.06884,107.04701,loamy,Perennial,irrigated,365,pomegranate
39,26,49,23.654056,92.982056,7.019228,117.452537,red,Perennial,semi-irrigated,365,pomegranate
10,9,36,16.527768,81.796384,5.572885,105.434091,red,Perennial,semi-irrigated,365,pomegranate
8,11,40,18.744559,81.159591,5.880236,105.414484,alluvial,Perennial,irrigated,365,pomegranate
21,15,42,22.666391,86.88546,6.324992,106.273514,loamy,Perennial,semi-irrigated,365,pomegranate
31,24,50,24.461021,92.451745,7.39861,117.872343,loamy,Perennial,irrigated,365,pomegranate
12,5,35,18.298507,83.681469,5.82237,100.0,loamy,Perennial,semi-irrigated,365,pomegranate
13,20,40,19.114455,85.928032,6.313072,114.321443,loamy,Perennial,semi-irrigated,365,pomegranate
27,22,47,23.135716,93.549872,7.161543,118.950546,red,Perennial,semi-irrigated,365,pomegranate
38,28,50,24.723766,93.332132,7.168438,120.0,loamy,Perennial,irrigated,365,pomegranate
15,22,41,22.608019,87.224954,6.581568,112.115027,alluvial,Perennial,irrigated,365,pomegranate
26,24,45,21.191749,90.74611,6.467749,107.063893,red,Perennial,irrigated,365,pomegranate
12,9,35,17.674749,81.255086,5.939014,106.141093,alluvial,Perennial,irrigated,365,pomegranate
13,11,38,16.448507,82.897709,5.594815,103.672494,red,Perennial,irrigated,365,pomegranate
17,15,35,17.061071,80.55596,5.778205,102.167243,alluvial,Perennial,irrigated,365,pomegranate
26,22,40,19.724703,87.491647,6.896452,109.579157,alluvial,Perennial,semi-irrigated,365,pomegranate
13,5,35,17.860004,81.945406,5.927997,100.0,alluvial,Perennial,semi-irrigated,365,pomegranate
15,11,35,17.713678,80.880119,5.997293,102.180959,loamy,Perennial,semi-irrigated,365,pomegranate
38,24,46,23.97852,92.243015,6.937643,116.163994,red,Perennial,semi-irrigated,365,pomegranate
37,27,43,25.194486,92.165952,7.466248,110.173522,loamy,Perennial,semi-irrigated,365,pomegranate
22,13,40,19.586915,84.283888,6.290938,107.338809,red,Perennial,irrigated,365,pomegranate
6,9,36,17.059455,81.819009,5.605054,104.098774,loamy,Perennial,irrigated,365,pomegranate
19,22,44,21.911033,93.510222,6.466521,106.921033,red,Perennial,irrigated,365,pomegranate
29,28,45,26.0,94.690124,7.381609,117.075462,red,Perennial,irrigated,365,pomegranate
34,30,48,23.475518,92.633014,7.338949,118.15786,loamy,Perennial,irrigated,365,pomegranate
21,20,42,19.9018,86.131756,6.416943,109.024187,loamy,Perennial,irrigated,365,pomegranate
18,14,42,23.591707,88.845006,5.960729,108.048186,alluvial,Perennial,semi-irrigated,365,pomegranate
11,6,41,16.215071,82.221994,5.779822,105.565693,alluvial,Perennial,semi-irrigated,365,pomegranate
30,27,50,26.0,91.913948,7.289836,120.0,red,Perennial,irrigated,365,pomegranate
30,30,50,23.328561,93.537583,7.282336,119.883506,loamy,Perennial,semi-irrigated,365,pomegranate
9,15,40,18.771544,84.382457,5.763235,104.974052,alluvial,Perennial,irrigated,365,pomegranate
21,15,41,22.733274,92.207198,6.761991,102.55147,loamy,Perennial,semi-irrigated,365,pomegranate
38,28,49,23.670209,95.012955,7.139118,111.132848,red,Perennial,semi-irrigated,365,pomegranate
9,10,35,18.063261,84.908202,5.822534,105.292115,red,Perennial,semi-irrigated,365,pomegranate
15,11,39,16.41731,84.114732,5.916536,102.670658,alluvial,Perennial,semi-irrigated,365,pomegranate
21,11,42,22.790382,85.199614,7.035203,104.428543,alluvial,Perennial,semi-irrigated,365,pomegranate
7,13,35,17.088764,82.251424,5.813868,100.07078,red,Perennial,semi-irrigated,365,pomegranate
31,27,48,23.404196,92.800771,7.211776,114.367496,alluvial,Perennial,semi-irrigated,365,pomegranate
39,18,50,23.651989,92.480925,6.946405,115.185935,red,Perennial,irrigated,365,pomegranate
7,5,36,16.0,80.004835,5.978293,102.321986,alluvial,Perennial,irrigated,365,pomegranate
11,7,40,16.0,83.888788,5.5,104.355935,loamy,Perennial,irrigated,365,pomegranate
37,28,48,25.080443,92.385904,7.346629,116.179081,red,Perennial,semi-irrigated,365,pomegranate
35,24,45,25.568635,92.971864,7.448203,119.391276,red,Perennial,irrigated,365,pomegranate
37,30,50,23.206295,95.234017,7.201692,114.927179,loamy,Perennial,semi-irrigated,365,pomegranate
39,26,42,23.562684,92.446911,7.44883,117.99123,loamy,Perennial,semi-irrigated,365,pomegranate
20,19,42,20.818713,89.163944,6.328855,110.604665,loamy,Perennial,semi-irrigated,365,pomegranate
9,10,37,17.246033,84.494817,6.0813,103.711345,red,Perennial,semi-irrigated,365,pomegranate
10,10,37,16.947054,81.733898,5.848608,102.497551,loamy,Perennial,semi-irrigated,365,pomegranate
27,29,42,22.941175,93.203437,7.5,119.999281,red,Perennial,irrigated,365,pomegranate
16,16,42,18.95468,87.885838,6.415935,109.262651,loamy,Perennial,irrigated,365,pomegranate
38,29,43,23.320417,93.989438,7.160948,119.596479,red,Perennial,semi-irrigated,365,pomegranate
16,19,45,22.298764,86.122485,6.376017,109.170431,alluvial,Perennial,irrigated,365,pomegranate
28,19,43,21.89778,86.086854,6.059304,110.729436,loamy,Perennial,irrigated,365,pomegranate
37,22,44,24.84784,93.508011,7.040853,120.0,loamy,Perennial,semi-irrigated,365,pomegranate
36,26,48,23.557057,95.252142,7.34841,118.888966,alluvial,Perennial,irrigated,365,pomegranate
116,85,55,25.689227,79.943824,6.002819,102.946411,alluvial,Perennial,semi-irrigated,331,banana
120,77,55,29.539685,78.050553,6.022886,108.933943,red,Perennial,semi-irrigated,352,banana
133,95,54,31.93702,83.139538,6.473699,119.821245,loamy,Perennial,semi-irrigated,312,banana
103,79,54,27.726539,82.780064,6.223005,101.882091,loamy,Perennial,semi-irrigated,343,banana
97,83,54,28.669952,82.911424,5.846619,113.347619,alluvial,Perennial,semi-irrigated,333,banana
119,89,53,29.464096,84.793942,5.972742,109.961585,red,Perennial,irrigated,307,banana
130,93,56,30.961112,88.62958,6.5,129.24129,alluvial,Perennial,semi-irrigated,317,banana
108,86,48,28.555768,85.492911,6.102521,112.752762,loamy,Perennial,semi-irrigated,302,banana
97,74,55,28.915347,84.588067,6.03217,107.993339,red,Perennial,semi-irrigated,300,banana
110,82,59,28.891045,78.459181,6.03666,110.330247,loamy,Perennial,semi-irrigated,313,banana
110,83,55,27.320224,75.931527,5.79725,105.213748,red,Perennial,semi-irrigated,340,banana
130,92,60,31.23352,88.617818,6.356876,123.885681,loamy,Perennial,irrigated,360,banana
135,97,59,31.773994,90.0,6.396288,121.295186,loamy,Perennial,semi-irrigated,300,banana
132,99,59,30.123837,88.824561,6.392748,128.332137,alluvial,Perennial,semi-irrigated,310,banana
120,90,56,29.762086,87.153869,6.463583,123.218851,alluvial,Perennial,irrigated,348,banana
94,75,45,25.332154,73.053102,5.590143,95.308889,red,Perennial,irrigated,338,banana
81,70,45,25.120947,73.594381,5.5,95.231678,alluvial,Perennial,irrigated,343,banana
95,77,48,29.272448,80.385961,6.052542,104.401835,alluvial,Perennial,irrigated,353,banana
94,88,53,27.594284,83.882003,6.22969,97.797464,red,Perennial,irrigated,314,banana
121,91,46,29.290453,76.457979,6.145568,114.247024,alluvial,Perennial,irrigated,318,banana
85,70,45,24.0,73.937957,5.623939,90.863703,alluvial,Perennial,semi-irrigated,309,banana
133,98,54,29.621988,86.641155,6.344111,123.831695,alluvial,Perennial,semi-irrigated,348,banana
127,90,55,30.568322,88.47758,6.313846,120.249441,red,Perennial,semi-irrigated,340,banana
128,93,60,30.951615,84.437266,6.303165,114.806723,red,Perennial,semi-irrigated,322,banana
130,93,58,31.912842,86.627771,6.355154,124.774312,alluvial,Perennial,irrigated,349,banana
93,71,45,25.538,72.945412,5.825011,94.83014,red,Perennial,semi-irrigated,300,banana
102,84,50,29.808828,80.989022,6.152347,119.339315,loamy,Perennial,irrigated,319,banana
97,84,54,27.062976,80.094648,5.60284,110.060447,red,Perennial,semi-irrigated,344,banana
84,69,45,25.226238,74.666974,5.659333,97.335615,loamy,Perennial,irrigated,351,banana
83,66,48,26.661464,74.063614,5.738916,98.444486,loamy,Perennial,irrigated,325,banana
88,70,48,24.66673,73.972864,5.567458,95.792787,loamy,Perennial,semi-irrigated,330,banana
116,83,52,27.236418,81.241558,6.063069,114.165775,loamy,Perennial,semi-irrigated,344,banana
80,70,46,25.367627,76.923359,5.805367,94.443388,loamy,Perennial,semi-irrigated,302,banana
94,76,45,25.860736,75.126397,5.692137,88.327056,loamy,Perennial,irrigated,342,banana
126,95,57,31.165768,86.606779,6.449338,127.837523,loamy,Perennial,semi-irrigated,305,banana
82,71,50,24.0,72.0,5.712892,89.992004,loamy,Perennial,irrigated,340,banana
84,72,50,24.959292,74.340148,5.741574,94.37447,red,Perennial,irrigated,326,banana
84,66,49,25.844886,73.170851,5.759143,97.119677,loamy,Perennial,semi-irrigated,307,banana
96,77,51,28.746383,81.062564,5.864111,108.599693,red,Perennial,irrigated,320,banana
116,88,54,27.331204,78.438898,5.938104,109.247825,loamy,Perennial,irrigated,344,banana
103,84,54,28.951631,82.378421,6.059267,108.198965,loamy,Perennial,semi-irrigated,309,banana
88,69,46,24.457539,73.681616,5.518467,88.36706,red,Perennial,irrigated,340,banana
118,80,52,29.015342,84.445242,6.142072,101.030637,red,Perennial,semi-irrigated,343,banana
121,87,56,30.646248,87.546192,6.330391,123.084644,loamy,Perennial,irrigated,321,banana
125,98,60,30.58343,88.005471,6.395975,121.722834,loamy,Perennial,semi-irrigated,335,banana
135,92,57,29.612845,87.612224,6.463782,122.382065,alluvial,Perennial,irrigated,300,banana
91,68,45,24.966872,73.01799,5.791024,99.085325,loamy,Perennial,semi-irrigated,340,banana
125,95,55,31.294869,87.410771,6.284594,119.398838,alluvial,Perennial,irrigated,349,banana
110,78,49,26.133959,84.894439,5.986483,114.924796,red,Perennial,semi-irrigated,334,banana
133,94,58,32.0,87.502588,6.489604,126.483228,red,Perennial,irrigated,324,banana
88,67,46,25.581557,74.521658,5.753903,97.906694,red,Perennial,irrigated,340,banana
120,99,60,30.528424,87.311414,6.382555,120.592574,red,Perennial,semi-irrigated,333,banana
125,88,60,30.667095,84.814706,6.434396,123.475656,loamy,Perennial,irrigated,325,banana
128,89,57,31.158311,84.718683,6.260883,121.030189,loamy,Perennial,semi-irrigated,324,banana
97,85,54,27.534191,76.196269,6.163647,112.942965,loamy,Perennial,irrigated,324,banana
119,80,50,26.937316,84.225294,5.92465,108.138378,red,Perennial,irrigated,358,banana
